Module type,Event type,Event ID,Message,Description,Solution,alert,syslog,mail,SNMP Trap
trnsv,Info,84,A dynamic adding resource %1 has been started.,Resource %1 succeeded in being dynamically added.,-,1,1,,
trnsv,Error,85,Failed to a dynamic adding resource %1.,Resource %1 failed to be dynamically added.,Take appropriate action according to the group resource message.,1,1,,
trnsv,Warning,86,Server %1 is not in a condition to start a dynamic adding resource %2.,Server %1 cannot dynamically add Resource %2.,Check the server and group status.,1,1,,
trnsv,Info,87,Deleting a resource %1.,Resource %1 has been deleted.,-,1,1,,
trnsv,Info,88,Deleting a resource %1 has been stopped.,Resource %1 succeeded in being deleted.,-,1,1,,
trnsv,Error,89,Failed to Delete a resource %1.,Resource %1 failed to be deleted.,Take appropriate action according to the group resource message.,1,1,,
lanhb,Warning,71,Heartbeats sent from HB resource %1 of server %2 are delayed.(timeout=%3*%4 actual-time=%5 delay warning rate=%6),Heartbeats from HB resource %1 of server %2 are delayed. The current timeout value is %3 (second) x %4 (tick count per second). The actual measurement value at delay generation is %5 (tick count) and exceeded the delay warning rate %6 (%).,Check the load status of the server %2 and remove the load.If an HB timeout occurs. extend it.,1,1,,
lanhb,Warning,72,Heartbeats sent from HB resource %1 are delayed.(server=%2 timeout=%3*%4 actual-time=%5 delay warning rate=%6),Heartbeats sent from HB resource %1 are delayed. The transmission destination server is %2. The current timeout value is %3 (second) x %4 (tick count per second). The actual measurement value at delay generation is %5 (tick count) and exceeded the delay warning rate %6 (%).,Check the load status of the server to which a delay warning was issued and remove the load.If an HB timeout occurs. extend it.,,,,
lanhb,Warning,73,Heartbeats received by HB resource %1 are delayed.(server=%2 timeout=%3*%4 actual-time=%5 delay warning rate=%6),Heartbeats received by HB resource %1 are delayed. The transmission source server is %2. The current timeout value is %3 (second) x %4 (tick count per second). The actual measurement value at delay generation is %5 (tick count) and exceeded the delay warning rate %6 (%).,Check the load status of the server to which a delay warning was issued and remove the load.If an HB timeout occurs. extend it.,,,,
lankhb,Warning,71,Heartbeats sent from HB resource %1 of server %2 are delayed.(timeout=%3*%4 actual-time=%5 delay warning rate=%6),Heartbeats from HB resource %1 of server %2 are delayed. The current timeout value is %3 (second) x %4 (tick count per second). The actual measurement value at delay generation is %5 (tick count) and exceeded the delay warning rate %6 (%).,Check the load status of the server %2 and remove the load.If an HB timeout occurs. extend it.,1,1,,
lankhb,Warning,73,Heartbeats received from HB resource %1 is delayed.(timeout=%2*%3 actual-time=%4 delay warning rate=%5),Heartbeats received by HB resource %1 are delayed. The transmission source server is %2. The current timeout value is %3 (second) x %4 (tick count per second). The actual measurement value at delay generation is %5 (tick count) and exceeded the delay warning rate %6 (%).,Check the load status of the server to which a delay warning was issued and remove the load.If an HB timeout occurs. extend it.,,,,
diskhb,Error,10,Device(%1) of resource(%2) does not exist.,No device exists.,Check the cluster configuration data.,1,1,,
diskhb,Error,11,Device(%1) of resource(%2) is not a block device.,No device exists.,Check the cluster configuration data.,1,1,,
diskhb,Error,12,Raw device(%1) of resource(%2) does not exist.,No device exists.,Check the cluster configuration data.,1,1,,
diskhb,Error,13,Binding device(%1) of resource(%2) to raw device(%3) failed.,No device exists.,Check the cluster configuration data.,1,1,,
diskhb,Error,14,Raw device(%1) of resource(%2) has already been bound to other device.,Raw device %1 of resource %2 has already been bound to another device.,Set the raw device that is not in use.,1,1,,
diskhb,Error,15,File system exists on device(%1) of resource(%2).,Device %1 of resource %2 contains the file system.,To use device %1. delete the file system.,1,1,,
diskhb,Info,20,Resource %1 recovered from initialization error.,Resource %1 was recovered from an initialization error.,-,1,1,,
diskhb,Warning,71,Heartbeats sent from HB resource %1 of server %2 are delayed.(timeout=%3*%4 actual-time=%5 delay warning rate=%6),Heartbeats from HB resource %1 of server %2 are delayed. The current timeout value is %3 (second) x %4 (tick count per second). The actual measurement value at delay generation is %5 (tick count) and exceeded the delay warning rate %6 (%).,Check the load status of the server %2 and remove the load.If an HB timeout occurs. extend it.,1,1,,
diskhb,Warning,72,Heartbeat write of HB resource %1 is delayed.(server=%2 timeout=%3*%4 actual-time=%5 delay warning rate=%6).,Heartbeats written by HB resource %1 are delayed. The write destination server is %2. The current timeout value is %3 (second) x %4 (tick count per second). The actual measurement value at delay generation is %5 (tick count) and exceeded the delay warning rate %6 (%).,Check the load status of the server to which a delay warning was issued and remove the load.If an HB timeout occurs. extend it.,,,,
diskhb,Warning,73,Heartbeat read of HB resource %1 is delayed.(server=%2 timeout=%3*%4 actual-time=%5 delay warning rate=%6),Heartbeats read by HB resource %1 are delayed. The read source server is %2. The current timeout value is %3 (second) x %4 (tick count per second). The actual measurement value at delay generation is %5 (tick count) and exceeded the delay warning rate %6 (%).,Check the load status of the server to which a delay warning was issued and remove the load.If an HB timeout occurs. extend it.,,,,
comhb,Info,1,Device (%1) does not exist.,No device exists.,Check the cluster configuration data.,1,1,,
comhb,Info,2,Failed to open the device (%1).,The device could not be opened.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
comhb,Warning,71,Heartbeats sent from HB resource %1 of server %2 are delayed.(timeout=%3*%4 actual-time=%5 delay warning rate=%6),Heartbeats from HB resource %1 of server %2 are delayed. The current timeout value is %3 (second) x %4 (tick count per second). The actual measurement value at delay generation is %5 (tick count) and exceeded the delay warning rate %6 (%).,Check the load status of the server %2 and remove the load.If an HB timeout occurs. extend it.,1,1,,
comhb,Warning,72,Heartbeat write of HB resource %1 is delayed.(server=%2 timeout=%3*%4 actual-time=%5 delay warning rate=%6).,Heartbeats written by HB resource %1 are delayed. The transmission destination server is %2. The current timeout value is %3 (second) x %4 (tick count per second). The actual measurement value at delay generation is %5 (tick count) and exceeded the delay warning rate %6 (%).,Check the load status of the server to which a delay warning was issued and remove the load.If an HB timeout occurs. extend it.,,,,
comhb,Warning,73,Heartbeat read of HB resource %1 is delayed.(server=%2 timeout=%3*%4 actual-time=%5 delay warning rate=%6),Heartbeats read by HB resource %1 are delayed. The transmission source server is %2. The current timeout value is %3 (second) x %4 (tick count per second). The actual measurement value at delay generation is %5 (tick count) and exceeded the delay warning rate %6 (%).,Check the load status of the server to which a delay warning was issued and remove the load.If an HB timeout occurs. extend it.,,,,
bmchb,Error,10,Failed to initialize to BMC.,BMC initialization failed.,Check whether the hardware can use the BMC linkage function.,1,1,,
bmchb,Warning,71,Heartbeats sent from HB resource %1 of server %2 are delayed.(timeout=%3*%4 actual-time=%5 delay warning rate=%6),Heartbeats from HB resource %1 of server %2 are delayed. The current timeout value is %3 (second) x %4 (tick count per second). The actual measurement value at delay generation is %5 (tick count) and exceeded the delay warning rate %6 (%).,Check the load status of the server %2 and remove the load.If an HB timeout occurs. extend it.,1,1,,
monp,Error,1,An error occurred when initializing monitored process %1. (status=%2),An error occurred in initializing monitored process %1.,"Check the following possible causes: memory shortage. OS resource insufficiency. or cluster configuration data mismatching.If cluster configuration data has not yet been registered. the following process message is output. However. there is no problem.<blockquote><div><ul class=""simple""><li>mdagnt</li><li>webmgr</li><li>webalert</li></ul></div></blockquote>",1,1,,
monp,Error,2,Monitor target process %1  terminated abnormally. (status=%2),Monitored process %1 has terminated abnormally.,Check the following possible causes: memory shortage or OS resource insufficiency.,1,1,,
monp,Info,3,Monitor target process %1 will be restarted.,Monitored process %1 will be restarted.,-,1,1,,
monp,Info,4,The cluster daemon will be stopped since the monitor target process %1  terminated abnormally.,The cluster will be stopped since monitored process %1 has terminated abnormally.,-,1,1,,
monp,Error,5,Attempted to stop the cluster daemon. but failed.,An attempt was made to stop the cluster. but failed.,Check the following possible causes: cluster not yet activated. memory shortage. or OS resource insufficiency.,1,1,,
monp,Info,6,The system will be stopped since the monitor target process %1 terminated abnormally.,The system will be stopped since monitored process %1 has terminated abnormally.,-,1,1,,
monp,Error,7,Attempted to stop the system. but failed. (status=%#x),An attempt was made to stop the system. but failed.,Check the following possible causes: cluster not yet activated. memory shortage. or OS resource insufficiency.,1,1,,
monp,Info,8,System will be rebooted since monitor target process %1 terminated abnormally.,The system will be restarted since monitored process %1 has terminated abnormally.,-,1,1,,
monp,Error,9,Attempted to reboot the system. but failed. (status=%#x),An attempt was made to restart the system. but failed.,Check the following possible causes: cluster not yet activated. memory shortage. or OS resource insufficiency.,1,1,,
md,Error,1,Failed to activate mirror disk. %1(Device:%2),Activating %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
md,Info,2,fsck to %1 has started.,fsck of %1 has started.,-,1,1,,
md,Info,3,fsck to %1 was successful.,fsck of %1 has been successful.,-,1,1,,
md,Error,4,Failed to deactivate mirror disk. %1(Device:%2),Deactivating %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
md,Info,16,Initial mirror recovery of %1 has started.,Preparation for initial mirror construction of %1 has started.,-,1,1,,
md,Info,18,Initial mirror recovery of %1 was successful.,Preparation for initial mirror construction of %1 has been successful.,-,1,1,,
md,Warning,24,One of the servers is active. but the NMP size of mirror disks are not the same. (Device:%1),One of the servers is active. The NMP sizes do not match. however.,Execute forced mirror recovery using the active server as the mirror recovery source server.,1,1,,
md,Error,37,%1 of %2  failed(ret=%3).,Command %1 of device %2 failed with return value %3.,See the manual for command %1.,1,1,,
md,Warning,38,Executing %1 of %2 with %3 option is necessary. Execute the command manually.,Executing command %1 of device %2 with option %3 specified is necessary. Execute the command manually.,Execute command %1 manually with option %3 specified.,1,1,,
md,Info,39,%1 of %2 with %3 option has started.,Command %1 of device %2 with option %3 specified has started.,-,1,1,,
md,Info,44,Mirror recovery of %1 was canceled.,Mirror recovery of %1 has been canceled.,-,1,1,,
md,Info,45,Failed to cancel mirror recovery of %1.,Mirror recovery of %1 could not be canceled.,Stop the mirror recovery again.,1,1,,
md,Error,46,umount timeout. Make sure that the length of Unmount Timeout is appropriate.  (Device:%1),Unmount of mirror %1 has timed out.,"Check whether the unmount timeout setting is sufficiently long.(Refer to &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#notes-when-terminating-the-mirror-disk-resource-or-the-hybrid-disk-resource"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Notes when terminating the Mirror disk resource or the Hybrid disk resource</span></a>&quot; and &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#cache-swell-by-a-massive-i-o"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Cache swell by a massive I/O</span></a>&quot; in &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#notes-and-restrictions"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Notes and Restrictions</span></a>&quot; in the &quot;<a class=""reference external"" href=""../L42_SG_EN/index.html#top"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Getting Started Guide</span></a>&quot;.)",1,1,,
md,Error,47,fsck timeout. Make sure that the length of Fsck Timeout is appropriate. (Device:%1),fsck that was run prior to mount of mirror %1 has timed out.,"Check whether the fsck timeout setting is sufficiently long.(Refer to &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#executing-fsck"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">fsck execution</span></a>&quot; in &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#notes-and-restrictions"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Notes and Restrictions</span></a>&quot; in the &quot;<a class=""reference external"" href=""../L42_SG_EN/index.html#top"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Getting Started Guide</span></a>&quot;.)",1,1,,
hd,Error,1,Failed to activate mirror disk. %1(Device:%2),Activating %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
hd,Info,2,fsck to %1 has started.,fsck of %1 has started.,-,1,1,,
hd,Info,3,fsck to %1 was successful.,fsck of %1 has been successful.,-,1,1,,
hd,Error,4,Failed to deactivate mirror disk. %1(Device:%2),Deactivating %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
hd,Info,16,Initial mirror recovery of %1 has started.,Preparation for initial mirror construction of %1 has started.,-,1,1,,
hd,Info,18,Initial mirror recovery of %1 was successful.,Preparation for initial mirror construction of %1 has been successful.,-,1,1,,
hd,Warning,24,One of the servers is active. but the NMP size of mirror disks are not the same. (Device:%1),One of the servers is active. The NMP sizes do not match. however.,Execute forced mirror recovery using the active server as the mirror recovery source server.,1,1,,
hd,Error,37,%1 of %2  failed(ret=%3).,Command %1 of device %2 failed with return value %3.,See the manual for command %1.,1,1,,
hd,Warning,38,Executing %1 of %2 with %3 option is necessary. Execute the command manually.,Executing command %1 of device %2 with option %3 specified is necessary. Execute the command manually.,Execute command %1 manually with option %3 specified.,1,1,,
hd,Info,39,%1 of %2 with %3 option has started.,Command %1 of device %2 with option %3 specified has started.,-,1,1,,
hd,Info,44,Mirror recovery of %1 was canceled.,Mirror recovery of %1 has been canceled.,-,1,1,,
hd,Info,45,Failed to cancel mirror recovery of %1.,Mirror recovery of %1 could not be canceled.,Stop the mirror recovery again.,1,1,,
hd,Error,46,umount timeout. Make sure that the length of Unmount Timeout is appropriate.  (Device:%1),Unmount of mirror %1 has timed out.,"Check whether the unmount timeout setting is sufficiently long.(Refer to &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#notes-when-terminating-the-mirror-disk-resource-or-the-hybrid-disk-resource"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Notes when terminating the Mirror disk resource or the Hybrid disk resource</span></a>&quot; and &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#cache-swell-by-a-massive-i-o"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Cache swell by a massive I/O</span></a>&quot; in &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#notes-and-restrictions"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Notes and Restrictions</span></a>&quot; in the &quot;<a class=""reference external"" href=""../L42_SG_EN/index.html#top"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Getting Started Guide</span></a>&quot;.)",1,1,,
hd,Error,47,fsck timeout. Make sure that the length of Fsck Timeout is appropriate. (Device:%1),fsck that was run prior to mount of mirror %1 has timed out.,"Check whether the fsck timeout setting is sufficiently long.(Refer to &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#executing-fsck"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">fsck execution</span></a>&quot; in &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#notes-and-restrictions"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Notes and Restrictions</span></a>&quot; in the &quot;<a class=""reference external"" href=""../L42_SG_EN/index.html#top"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Getting Started Guide</span></a>&quot;.)",1,1,,
mdadmn,Error,2,Failed to activate mirror disk. %1(Device:%2),Activating %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
mdadmn,Info,2,fsck to %1 has started.,fsck of %1 has started.,-,1,1,,
mdadmn,Info,3,fsck to %1 was successful.,fsck of %1 has been successful.,-,1,1,,
mdadmn,Error,4,Failed to deactivate mirror disk. %1(Device:%2),Deactivating %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
mdadmn,Error,5,Failed to recover the mirror. %1(Device:%2),Mirror recovery of %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
mdadmn,Info,6,Mirror recovery  of %1 was completed successfully.,Mirror recovery of %1 has been successful.,-,1,1,,
mdadmn,Info,7,Mirror recovery mode is %1.(Device:%2),The mirror recovery mode is %1.When %1 is &quot;NORMAL&quot;. full-scale mirror recovery (Full Copy) is performed.When %1 is &quot;FAST&quot;. difference mirror recovery is performed.,-,1,1,,
mdadmn,Info,8,The number of Replicator Option licenses is %1. (%2),The number of Replicator Option licenses is %1.,-,1,1,,
mdadmn,Info,9,The trial license is effective until  %1. (%2),The trial license is effective until %1.,-,1,1,,
mdadmn,Error,10,The registered license is unknown. (%1),The registered license is unknown.,Register a valid license.,1,1,,
mdadmn,Error,11,The registered license is invalid. (%1),The registered license is invalid.,Register a valid license.,1,1,,
mdadmn,Error,12,The license is not registered. (%1),The license is not registered.,Purchase the license and then register it.,1,1,,
mdadmn,Warning,13,The number of licenses %1 is  insufficient. (%2),The number of licenses is insufficient.,Purchase the required number of licenses and then register them.,1,1,,
mdadmn,Error,14,The trial license expired in %1. (%2),The validity term of the trial license has expired.,Register a valid license.,1,1,,
mdadmn,Error,15,The trial license is effective from %1. (%2),The validity term of the trial license is not reached.,Register a valid license.,1,1,,
mdadmn,Info,16,Initial mirror recovery of %1 has started.,Initial mirror construction of %1 has started.,-,1,1,,
mdadmn,Info,17,Mirror recovery of %s has started.(%d bytes),Mirror recovery of %1 has started.,-,1,1,,
mdadmn,Info,18,Initial mirror recovery of %1 was successful.,Initial mirror construction of %1 has been successful.,-,1,1,,
mdadmn,Error,19,Failed to perform initial mirror recovery. %1(Device:%2),Initial mirror construction of %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
mdadmn,Info,20,Initial mirror recovery was not executed following the configuration. (Device:%1),Initial mirror construction was not performed according to the setting.,-,1,1,,
mdadmn,Info,21,Mirror partition mkfs was executed. (Device:%1),mkfs of the mirror partition has been executed.,-,1,1,,
mdadmn,Info,22,Mirror partition mkfs was not executed following the configuration. (Device:%1),mkfs of the mirror partition was not executed according to the setting.,-,1,1,,
mdadmn,Info,23,Forced mirror recovery was canceled. Execute the command &quot;clpmdctrl --force&quot; to resume the mirror recovery. (Device:%1),Forced mirror recovery has been canceled. To restart the mirror recovery. execute clpmdctrl --force.,To restart the mirror recovery. execute clpmdctrl --force.,1,1,,
mdadmn,Warning,24,One of the servers is active. but NMP size of mirror disks are not the same. (Device:%1),One of the servers is active. The NMP sizes do not match. however.,Execute forced mirror recovery using the active server as the mirror recovery source server.,1,1,,
mdadmn,Info,25,The NMP sizes of both servers' disks has been successfully synchronized.  (Device:%1),The NMP sizes of both servers have been successfully synchronized.,-,1,1,,
mdadmn,Error,28,Mirror recovery data has been successfully synchronized. NMP size synchronization has failed. (Device:%1),Mirror recovery data has been successfully synchronized. However. the NMP sizes could not be synchronized.,Reexecute the forced mirror recovery.,1,1,,
mdadmn,Error,30,The license information was removed after the cluster was started.,The license was valid when the cluster was started. However. the license was deleted.,Register a valid license.,1,1,,
mdadmn,Error,31,Failed to isolate the mirror. %1(Device:%2),%2 could not be isolated. The following message is output to %1:Replicator license is invalid or expired.,Register a valid license.,1,1,,
mdadmn,Error,32,Forced activation of the mirror failed. %1 (Device:%2),Forced activation of %2 failed. The following messages may be output output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
mdadmn,Error,33,Forced recovery of the mirror failed. %1(Device:%2),Forced recovery of %2 failed. The following message may be output output to %1:Register a valid license.,Register a valid license.,1,1,,
mdadmn,Info,34,Isolating the mirror %1 completed successfully.,Mirror resource %1 has been successfully isolated.,-,1,1,,
mdadmn,Info,35,Mirror force active of %1 was completed successfully.,Forced activation of %1 has been successful.,-,1,1,,
mdadmn,Info,36,Forced recovery of the mirror %1 completed successfully.,Forced recovery of %1 has been successful.,-,1,1,,
mdadmn,Error,37,%1 of %2 failed(ret=%3).,Command %1 of device %2 failed with return value %3.,See the manual for command %1.,1,1,,
mdadmn,Warning,38,Executing %1 of %2 with %3 option is necessary. Execute the command manually.,Executing command %1 of device %2 with option %3 specified is necessary. Execute the command manually.,Execute command %1 manually with option %3 specified.,1,1,,
mdadmn,Info,39,%1 of %2 with %3 option has started.,Command %1 of device %2 with option %3 specified has started.,-,1,1,,
mdadmn,Info,40,Failed to write to cluster partition of hybrid disk(%1).,Writing to cluster partition of %1 has failed.,Restart the server.,1,1,,
mdadmn,Info,41,Timeout in writing to cluster partition of hybrid disk(%1).,Writing to the cluster partition of %1 has timed out.,The disk load may be high. Increase the value of Cluster Properties - Mirror Agent tab - Cluster Partition I/O Timeout.Alternatively. increase the timeout value of the monitor resource (hdw. hdnw) along with the increase in the former value.,1,1,,
mdadmn,Info,42,Failed to read from cluster partition of hybrid disk(%1).,Reading of the cluster partition of %1 has failed.,Restart the server.,1,1,,
mdadmn,Info,43,Timeout in reading from cluster partition of hybrid disk(%1).,Reading of the cluster partition of %1 has timed out.,The disk load may be high.Increase the value of Cluster Properties - Mirror Agent tab - Cluster Partition I/O Timeout.Alternatively. increase the timeout value of the monitor resource (hdw. hdnw) along with the increase in the former value.,1,1,,
mdadmn,Info,44,Mirror recovery of %1 was canceled.,Mirror recovery of %1 has been canceled.,-,1,1,,
mdadmn,Info,45,Failed to cancel mirror recovery of %1.,Mirror recovery of %1 could not be canceled.,Stop the mirror recovery again.,1,1,,
mdadmn,Error,46,unmount timeout. Make sure that the length of Unmount Timeout is appropriate. (Device:%1),Unmount of mirror %1 has timed out.,"Check whether the unmount timeout setting is sufficiently long.(Refer to &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#notes-when-terminating-the-mirror-disk-resource-or-the-hybrid-disk-resource"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Notes when terminating the Mirror disk resource or the Hybrid disk resource</span></a>&quot; and &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#cache-swell-by-a-massive-i-o"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Cache swell by a massive I/O</span></a>&quot; in &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#notes-and-restrictions"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Notes and Restrictions</span></a>&quot; in the &quot;<a class=""reference external"" href=""../L42_SG_EN/index.html#top"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Getting Started Guide</span></a>&quot;.)",1,1,,
mdadmn,Error,47,fsck timeout. Make sure that the length of Fsck Timeout is appropriate. (Device:%1),fsck that was run prior to mount of mirror %1 has timed out.,"Check whether the fsck timeout setting is sufficiently long.(Refer to &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#executing-fsck"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">fsck execution</span></a>&quot; in &quot;<a class=""reference external"" href=""../L42_SG_EN/L_SG.html#notes-and-restrictions"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Notes and Restrictions</span></a>&quot; in the &quot;<a class=""reference external"" href=""../L42_SG_EN/index.html#top"" title=""(in EXPRESSCLUSTERR X for Linux Getting Started Guide v4.2)""><span class=""xref std std-ref"">Getting Started Guide</span></a>&quot;.)",1,1,,
mdagent,Info,1,The Mirror Agent has started successfully.,The mirror agent has been started normally.,-,1,1,,
mdagent,Error,2,Failed to start Mirror Agent. %1,The mirror agent could not be started. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
mdagent,Info,3,The Mirror Agent has stopped successfully.,The mirror agent has been stopped normally.,-,1,1,,
mdagent,Error,4,Failed to stop the Mirror Agent.,The mirror agent has failed to stop.,Check the following possible causes: cluster not yet activated. memory shortage. or OS resource insufficiency.,1,1,,
mdagent,Warning,5,Failed to load the resource(%1). Check if the Cluster Partition or Data Partition is OK.,Resource %1 could not be loaded.,Check whether the paths of the cluster and data partitions of resource %1 are correct or whether those paths may be destroyed.,1,1,,
mdctrl,Error,1,"<div class=""line-block""><div class=""line"">Failed to activate mirror disk.%1</div><div class=""line"">(Device:%2)</div></div>",Activating %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
mdctrl,Info,2,fsck of %1 has started.,fsck of %1 has started.,-,1,1,,
mdctrl,Info,3,fsck of %1 was successful.,fsck of %1 has been successful.,-,1,1,,
mdctrl,Error,4,"<div class=""line-block""><div class=""line"">Failed to deactivate mirror disk.%1</div><div class=""line"">(Device:%2)</div></div>",Deactivating %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
mdctrl,Error,5,"<div class=""line-block""><div class=""line"">Failed to recover mirror.%1</div><div class=""line"">(Device:%2)</div></div>",Mirror recovery of %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
mdctrl,Info,7,Mirror recovery mode is %1.(Device:%2),The mirror recovery mode is %1.When %1 is &quot;NORMAL&quot;. full-scale mirror recovery (Full Copy) is performed.When %1 is &quot;FAST&quot;. difference mirror recovery is performed.,-,1,1,,
mdctrl,Info,16,Initial mirror recovery of %1 has started.,Initial mirror construction of %1 has started.,-,1,1,,
mdctrl,Info,17,Mirror recovery of %1 has started.,Mirror recovery of %1 has started.,-,1,1,,
mdctrl,Info,18,Initial mirror recovery of %1 was successful.,Initial mirror construction of %1 has been successful.,-,1,1,,
mdctrl,Error,19,Failed to perform initial mirror recovery. %1(Device:%2),Initial mirror construction of %2 has failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
mdctrl,Info,20,Initial mirror recovery was not executed following the configuration. (Device:%1),Initial mirror construction was not performed according to the setting.,-,1,1,,
mdctrl,Error,31,Failed to isolate the mirror. %1(Device:%2),%2 failed to be isolated. The following message may be output to %1:Replicator license is invalid or expired.,Register a valid license.,1,1,,
mdctrl,Error,32,Forced activation of the mirror failed. %1 (Device:%2),Forced activation of %2 failed. The following messages may be output to %1:,Take appropriate action according to the message displayed in %1.,1,1,,
mdctrl,Error,33,Forced recovery of the mirror failed. %1(Device:%2),Forced recovery of %2 failed. The following messages may be output to %1:,,1,1,,
mdctrl,Info,34,Isolating the mirror %1 completed successfully.,Mirror resource %1 has been successfully isolated.,-,1,1,,
mdctrl,Info,35,Mirror force active of %1 was completed successfully.,Forced activation of %1 has been successful.,-,1,1,,
mdctrl,Info,36,Forced recovery of the mirror %1 completed successfully.,Forced recovery of %1 has been successful.,-,1,1,,
mdctrl,Error,37,%1 of %2 failed(ret=%3).,Command %1 of device %2 failed with return value %3.,See the manual for command %1.,1,1,,
mdctrl,Warning,38,Executing %1 of %2 with %3 option is necessary. Execute the command manually.,Executing command %1 of device %2 with option %3 specified is necessary. Execute the command manually.,Execute command %1 manually with option %3 specified.,1,1,,
mdctrl,Info,39,%1 of %2 with %3 option has started.,Command %1 of device %2 with option %3 specified has started.,-,1,1,,
mdctrl,Info,44,Mirror recovery of %1 was canceled.,Mirror recovery of %1 has been canceled.,-,1,1,,
mdctrl,Info,45,Failed to cancel mirror recovery of %1.,Mirror recovery of %1 could not be canceled.,Stop the mirror recovery again.,1,1,,
